The Verifier - November 2018. Data as of December 7, 2025.
FIPS code,State,Jurisdiction,Equipment Type,Manufacturer,Model,First Year in Use,QR/Barcode,VVPAT,Election Day Standard,Election Day Accessible,Early Voting Standard,Early Voting Accessible,Mail Ballot/Absentee Equipment,Notes on usage
"5506359925","Wisconsin","City of Onalaska (La Crosse County)","Hand-Fed Optical Scanner","ES&S","DS200","2014","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506359925","Wisconsin","City of Onalaska (La Crosse County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5506359925","Wisconsin","City of Onalaska (La Crosse County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506359950","Wisconsin","Town of Onalaska (La Crosse County)","Hand-Fed Optical Scanner","ES&S","DS200","2014","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506359950","Wisconsin","Town of Onalaska (La Crosse County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5506359950","Wisconsin","Town of Onalaska (La Crosse County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506368900","Wisconsin","Village of Rockland (La Crosse County)","Hand-Fed Optical Scanner","ES&S","DS200","2014","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506368900","Wisconsin","Village of Rockland (La Crosse County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5506368900","Wisconsin","Village of Rockland (La Crosse County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506373125","Wisconsin","Town of Shelby (La Crosse County)","Hand-Fed Optical Scanner","ES&S","DS200","2014","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506373125","Wisconsin","Town of Shelby (La Crosse County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5506373125","Wisconsin","Town of Shelby (La Crosse County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506383650","Wisconsin","Town of Washington (La Crosse County)","Hand-Fed Optical Scanner","ES&S","DS200","2014","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506383650","Wisconsin","Town of Washington (La Crosse County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5506383650","Wisconsin","Town of Washington (La Crosse County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506386275","Wisconsin","Village of West Salem (La Crosse County)","Hand-Fed Optical Scanner","ES&S","DS200","2014","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506386275","Wisconsin","Village of West Salem (La Crosse County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5506386275","Wisconsin","Village of West Salem (La Crosse County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506502650","Wisconsin","Village of Argyle (Lafayette County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506502650","Wisconsin","Village of Argyle (Lafayette County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506502650","Wisconsin","Village of Argyle (Lafayette County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506502675","Wisconsin","Town of Argyle (Lafayette County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506502675","Wisconsin","Town of Argyle (Lafayette County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506502675","Wisconsin","Town of Argyle (Lafayette County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506506425","Wisconsin","Village of Belmont (Lafayette County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506506425","Wisconsin","Village of Belmont (Lafayette County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506506425","Wisconsin","Village of Belmont (Lafayette County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506506450","Wisconsin","Town of Belmont (Lafayette County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506506450","Wisconsin","Town of Belmont (Lafayette County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506506450","Wisconsin","Town of Belmont (Lafayette County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506506825","Wisconsin","Village of Benton (Lafayette County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506506825","Wisconsin","Village of Benton (Lafayette County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506506825","Wisconsin","Village of Benton (Lafayette County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506506850","Wisconsin","Town of Benton (Lafayette County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506506850","Wisconsin","Town of Benton (Lafayette County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506506850","Wisconsin","Town of Benton (Lafayette County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506508100","Wisconsin","Town of Blanchard (Lafayette County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506508100","Wisconsin","Town of Blanchard (Lafayette County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506508100","Wisconsin","Town of Blanchard (Lafayette County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506508125","Wisconsin","Village of Blanchardville (Lafayette County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506508125","Wisconsin","Village of Blanchardville (Lafayette County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506508125","Wisconsin","Village of Blanchardville (Lafayette County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506518875","Wisconsin","City of Darlington (Lafayette County)","Hand-Fed Optical Scanner","ES&S","DS200","2018","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506518875","Wisconsin","City of Darlington (Lafayette County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5506518875","Wisconsin","City of Darlington (Lafayette County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506518900","Wisconsin","Town of Darlington (Lafayette County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506518900","Wisconsin","Town of Darlington (Lafayette County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506518900","Wisconsin","Town of Darlington (Lafayette County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506523262","Wisconsin","Town of Elk Grove (Lafayette County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506523262","Wisconsin","Town of Elk Grove (Lafayette County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506523262","Wisconsin","Town of Elk Grove (Lafayette County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506525475","Wisconsin","Town of Fayette (Lafayette County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506525475","Wisconsin","Town of Fayette (Lafayette County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506525475","Wisconsin","Town of Fayette (Lafayette County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506530575","Wisconsin","Village of Gratiot (Lafayette County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506530575","Wisconsin","Village of Gratiot (Lafayette County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506530575","Wisconsin","Village of Gratiot (Lafayette County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506530600","Wisconsin","Town of Gratiot (Lafayette County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506530600","Wisconsin","Town of Gratiot (Lafayette County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506530600","Wisconsin","Town of Gratiot (Lafayette County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506539125","Wisconsin","Town of Kendall (Lafayette County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506539125","Wisconsin","Town of Kendall (Lafayette County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506539125","Wisconsin","Town of Kendall (Lafayette County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506542175","Wisconsin","Town of Lamont (Lafayette County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506542175","Wisconsin","Town of Lamont (Lafayette County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506542175","Wisconsin","Town of Lamont (Lafayette County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506554025","Wisconsin","Town of Monticello (Lafayette County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506554025","Wisconsin","Town of Monticello (Lafayette County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506554025","Wisconsin","Town of Monticello (Lafayette County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506556625","Wisconsin","Town of New Diggings (Lafayette County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506556625","Wisconsin","Town of New Diggings (Lafayette County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506556625","Wisconsin","Town of New Diggings (Lafayette County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506572700","Wisconsin","Town of Seymour (Lafayette County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506572700","Wisconsin","Town of Seymour (Lafayette County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506572700","Wisconsin","Town of Seymour (Lafayette County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506573825","Wisconsin","City of Shullsburg (Lafayette County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506573825","Wisconsin","City of Shullsburg (Lafayette County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506573825","Wisconsin","City of Shullsburg (Lafayette County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506573850","Wisconsin","Town of Shullsburg (Lafayette County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506573850","Wisconsin","Town of Shullsburg (Lafayette County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506573850","Wisconsin","Town of Shullsburg (Lafayette County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506575275","Wisconsin","Village of South Wayne (Lafayette County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506575275","Wisconsin","Village of South Wayne (Lafayette County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506575275","Wisconsin","Village of South Wayne (Lafayette County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506584850","Wisconsin","Town of Wayne (Lafayette County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506584850","Wisconsin","Town of Wayne (Lafayette County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506584850","Wisconsin","Town of Wayne (Lafayette County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506586800","Wisconsin","Town of White Oak Springs (Lafayette County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506586800","Wisconsin","Town of White Oak Springs (Lafayette County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506586800","Wisconsin","Town of White Oak Springs (Lafayette County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506587275","Wisconsin","Town of Willow Springs (Lafayette County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506587275","Wisconsin","Town of Willow Springs (Lafayette County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506587275","Wisconsin","Town of Willow Springs (Lafayette County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506588050","Wisconsin","Town of Wiota (Lafayette County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506588050","Wisconsin","Town of Wiota (Lafayette County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506588050","Wisconsin","Town of Wiota (Lafayette County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506700225","Wisconsin","Town of Ackley (Langlade County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506700225","Wisconsin","Town of Ackley (Langlade County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506700225","Wisconsin","Town of Ackley (Langlade County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506700625","Wisconsin","Town of Ainsworth (Langlade County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506700625","Wisconsin","Town of Ainsworth (Langlade County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506700625","Wisconsin","Town of Ainsworth (Langlade County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506702250","Wisconsin","City of Antigo (Langlade County)","Hand-Fed Optical Scanner","Sequoia","Optech Insight","2014","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506702250","Wisconsin","City of Antigo (Langlade County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506702250","Wisconsin","City of Antigo (Langlade County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506702275","Wisconsin","Town of Antigo (Langlade County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506702275","Wisconsin","Town of Antigo (Langlade County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506702275","Wisconsin","Town of Antigo (Langlade County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506723050","Wisconsin","Town of Elcho (Langlade County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506723050","Wisconsin","Town of Elcho (Langlade County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506723050","Wisconsin","Town of Elcho (Langlade County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506724575","Wisconsin","Town of Evergreen (Langlade County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506724575","Wisconsin","Town of Evergreen (Langlade County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506724575","Wisconsin","Town of Evergreen (Langlade County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506742425","Wisconsin","Town of Langlade (Langlade County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506742425","Wisconsin","Town of Langlade (Langlade County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506742425","Wisconsin","Town of Langlade (Langlade County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506756200","Wisconsin","Town of Neva (Langlade County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506756200","Wisconsin","Town of Neva (Langlade County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506756200","Wisconsin","Town of Neva (Langlade County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506758700","Wisconsin","Town of Norwood (Langlade County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506758700","Wisconsin","Town of Norwood (Langlade County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506758700","Wisconsin","Town of Norwood (Langlade County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506761375","Wisconsin","Town of Parrish (Langlade County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506761375","Wisconsin","Town of Parrish (Langlade County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506761375","Wisconsin","Town of Parrish (Langlade County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506761525","Wisconsin","Town of Peck (Langlade County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506761525","Wisconsin","Town of Peck (Langlade County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506761525","Wisconsin","Town of Peck (Langlade County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506763825","Wisconsin","Town of Polar (Langlade County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506763825","Wisconsin","Town of Polar (Langlade County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506763825","Wisconsin","Town of Polar (Langlade County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506765550","Wisconsin","Town of Price (Langlade County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506765550","Wisconsin","Town of Price (Langlade County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506765550","Wisconsin","Town of Price (Langlade County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506769175","Wisconsin","Town of Rolling (Langlade County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506769175","Wisconsin","Town of Rolling (Langlade County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506769175","Wisconsin","Town of Rolling (Langlade County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506778325","Wisconsin","Town of Summit (Langlade County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506778325","Wisconsin","Town of Summit (Langlade County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506778325","Wisconsin","Town of Summit (Langlade County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506781950","Wisconsin","Town of Upham (Langlade County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506781950","Wisconsin","Town of Upham (Langlade County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506781950","Wisconsin","Town of Upham (Langlade County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506782825","Wisconsin","Town of Vilas (Langlade County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506782825","Wisconsin","Town of Vilas (Langlade County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506782825","Wisconsin","Town of Vilas (Langlade County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506786750","Wisconsin","Village of White Lake (Langlade County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506786750","Wisconsin","Village of White Lake (Langlade County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506786750","Wisconsin","Village of White Lake (Langlade County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506788450","Wisconsin","Town of Wolf River (Langlade County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506788450","Wisconsin","Town of Wolf River (Langlade County)","DRE-Touchscreen","Sequoia","AVC Edge","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5506788450","Wisconsin","Town of Wolf River (Langlade County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506907500","Wisconsin","Town of Birch (Lincoln County)","Hand-Fed Optical Scanner","ES&S","DS200","2010","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506907500","Wisconsin","Town of Birch (Lincoln County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5506907500","Wisconsin","Town of Birch (Lincoln County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506909225","Wisconsin","Town of Bradley (Lincoln County)","Hand-Fed Optical Scanner","ES&S","DS200","2010","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506909225","Wisconsin","Town of Bradley (Lincoln County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5506909225","Wisconsin","Town of Bradley (Lincoln County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506917125","Wisconsin","Town of Corning (Lincoln County)","Hand-Fed Optical Scanner","ES&S","DS200","2010","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506917125","Wisconsin","Town of Corning (Lincoln County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5506917125","Wisconsin","Town of Corning (Lincoln County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506932650","Wisconsin","Town of Harding (Lincoln County)","Hand-Fed Optical Scanner","ES&S","DS200","2010","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506932650","Wisconsin","Town of Harding (Lincoln County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5506932650","Wisconsin","Town of Harding (Lincoln County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506932875","Wisconsin","Town of Harrison (Lincoln County)","Hand-Fed Optical Scanner","ES&S","DS200","2010","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506932875","Wisconsin","Town of Harrison (Lincoln County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5506932875","Wisconsin","Town of Harrison (Lincoln County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506939675","Wisconsin","Town of King (Lincoln County)","Hand-Fed Optical Scanner","ES&S","DS200","2010","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506939675","Wisconsin","Town of King (Lincoln County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5506939675","Wisconsin","Town of King (Lincoln County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506951250","Wisconsin","City of Merrill (Lincoln County)","Hand-Fed Optical Scanner","ES&S","DS200","2010","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506951250","Wisconsin","City of Merrill (Lincoln County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5506951250","Wisconsin","City of Merrill (Lincoln County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
